Timestamp,Board Name,URL,Status,Error Message
2025/11/27 12:24,Retrospective ver 2,https://miro.com/app/board/o9J_luCg02k=/,Success,
2025/11/27 13:56,CU323 SW release,https://miro.com/app/board/uXjVMdACXT8=/,Success,
2025/11/27 13:56,V&V CBS Controls,https://miro.com/app/board/uXjVMdm3eEI=/,Success,
2025/11/27 13:57,CBS_Controls Retro,https://miro.com/app/board/uXjVMfDkE8Q=/,Success,
2025/11/27 16:09,Plan to enable field test,https://miro.com/app/board/uXjVP0exB1Q=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:09,Security planning,https://miro.com/app/board/uXjVP1Dx3v8=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 13:59,SECO B-Samples,https://miro.com/app/board/uXjVP66T0qY=/,Success,
2025/11/27 14:00,SW Release process,https://miro.com/app/board/uXjVP-lJKu4=/,Success,
2025/11/27 16:09,Licensing,https://miro.com/app/board/uXjVPKy3GGM=/,Failed,need add a frame
2025/11/27 14:01,IO243 Supplier Review Process-SHL,https://miro.com/app/board/uXjVOAu_9Ls=/,Success,
2025/11/27 16:09,LTB Flow,https://miro.com/app/board/uXjVOKp_pKw=/,Failed,need add a frame
2025/11/27 16:10,PTC,https://miro.com/app/board/uXjVOOa0u8k=/,Failed,need add a frame
2025/11/27 14:03,Panel Commisioning,https://miro.com/app/board/uXjVOWhYpaM=/,Success,
2025/11/27 14:04,Retrospective Core Value,https://miro.com/app/board/o9J_lqVMbtw=/,Success,
2025/11/27 14:04,Production flow,https://miro.com/app/board/o9J_l0kOKoA=/,Success,
2025/11/27 14:05,Vetus reduced cost proposals,https://miro.com/app/board/o9J_l2rWk9k=/,Success,
2025/11/27 16:10,Estimate workshop,https://miro.com/app/board/o9J_l2rrXPQ=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:10,Retrospective 210705,https://miro.com/app/board/o9J_l_ID9pY=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:10,Team load,https://miro.com/app/board/o9J_lATSwZk=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 14:07,HSW 210607,https://miro.com/app/board/o9J_lB5KSBY=/,Success,
2025/11/27 14:08,Retrospective 210525,https://miro.com/app/board/o9J_lC09nxA=/,Success,
2025/11/27 14:09,Sprint Review Policy,https://miro.com/app/board/o9J_lIHgBWw=/,Success,
2025/11/27 14:10,MPC Architecture board,https://miro.com/app/board/o9J_lK5OzNU=/,Success,
2025/11/27 16:10,Team Setup,https://miro.com/app/board/o9J_lLQ13Ac=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:11,MPC G2 Syntax,https://miro.com/app/board/o9J_lSI7Gdc=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 14:12,Team Working policy,https://miro.com/app/board/o9J_lWXlmTA=/,Success,
2025/11/27 14:13,Sprint Planning,https://miro.com/app/board/uXjVOH1D-V4=/,Success,
2025/11/27 14:13,L3 planning workshop-2025 W24,https://miro.com/app/board/uXjVIrQvFhU=/,Success,
2025/11/27 16:11,CBS Scrum training 2,https://miro.com/app/board/o9J_lLQ8ho0=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:11,CBS Scrum training 1,https://miro.com/app/board/o9J_lSg96p0=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:11,Warranty Service Unit,https://miro.com/app/board/uXjVJfHtMic=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 14:16,CBS Control Retrospective Board,https://miro.com/app/board/uXjVLEyw0L0=/,Success,
2025/11/27 16:11,Vetus security board,https://miro.com/app/board/uXjVP1DipF0=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:12,Touch check,https://miro.com/app/board/o9J_lpQ_ZfE=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:12,TPO Plan,https://miro.com/app/board/uXjVLKEf2Ns=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:12,Training board,https://miro.com/app/board/o9J_lEaTJ9Y=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:12,PO&SE sync board,https://miro.com/app/board/uXjVPzVj50Y=/,Failed,need add a frame
2025/11/27 14:19,Supplier evaluation,https://miro.com/app/board/o9J_lAv5C7U=/,Success,
2025/11/27 14:20,Backlog process,https://miro.com/app/board/uXjVODfzoKw=/,Success,
2025/11/27 16:13,EMS 2021,https://miro.com/app/board/o9J_lkSGLKI=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 14:21,Agile coffee,https://miro.com/app/board/o9J_lIHzw-g=/,Success,
2025/11/27 14:22,IO243 revision overview,https://miro.com/app/board/uXjVOAzfS7c=/,Success,
2025/11/27 14:23,Retrospective 210503,https://miro.com/app/board/o9J_lZMdWQI=/,Success,
2025/11/27 14:24,Tech. Cooperation with SECO,https://miro.com/app/board/uXjVJPBIAIY=/,Success,
2025/11/27 14:24,Customer release note,https://miro.com/app/board/uXjVIhCgiO0=/,Success,
2025/11/27 14:25,Retrospective 210614,https://miro.com/app/board/o9J_l_KYgqg=/,Success,
2025/11/27 16:13,Bugs Management VT - Kickoff Session 1,https://miro.com/app/board/uXjVL_NMjfM=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:13,Jerry Zhao,https://miro.com/app/board/uXjVI4cFyyo=/,Success,
2025/11/27 14:27,Cybersecurity,https://miro.com/app/board/uXjVJT_PcYw=/,Success,
2025/11/27 14:27,Agile Coffee Board for Virtual Office Meeting,https://miro.com/app/board/uXjVKEPLyvs=/,Success,
2025/11/27 14:28,Retrospective W28,https://miro.com/app/board/uXjVKz-e_CM=/,Success,
2025/11/27 16:14,Team capabilities plan,https://miro.com/app/board/uXjVKHcQKX4=/,Failed,need add a frame
2025/11/27 14:29,Retrospective W22,https://miro.com/app/board/uXjVKH9vwUg=/,Success,
2025/11/27 16:14,Matureness VETUS Controller,https://miro.com/app/board/uXjVKNOSNwU=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 14:30,Retrospective W16,https://miro.com/app/board/uXjVKS9klYo=/,Success,
2025/11/27 16:14,CR029,https://miro.com/app/board/uXjVNibauLM=/,Failed,need add a frame
2025/11/27 16:14,Wk10 Workshop,https://miro.com/app/board/uXjVNruYrqg=/,Failed,need add a frame
2025/11/27 16:15,Collaboration board,https://miro.com/app/board/uXjVNKfScuE=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:15,PO+SE meeting,https://miro.com/app/board/uXjVMpOpMSs=/,Failed,need add a frame
2025/11/27 16:15,Jira linked board,https://miro.com/app/board/uXjVMAxHE-M=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 14:33,SECO Production solution document,https://miro.com/app/board/uXjVMEf7Ehk=/,Success,
2025/11/27 16:15,CBS Merge,https://miro.com/app/board/uXjVMF5mKoQ=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 14:35,CBS Controls,https://miro.com/app/board/uXjVMF5mNLg=/,Success,
2025/11/27 16:16,Controls - Licensing,https://miro.com/app/board/uXjVMStvllw=/,Failed,need add a frame
2025/11/27 16:16,VETUS Plan,https://miro.com/app/board/uXjVMXvvAZM=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:16,Security,https://miro.com/app/board/uXjVMbPrbLY=/,Failed,Insufficient permissions (Share button missing)
2025/11/27 16:16,Field test process activities braining storming,https://miro.com/app/board/uXjVMdFAt-M=/,Failed,need add a frame
,,,,
,,,,
,,,,
